Source Name	Material Type	Characteristics[CellType]	Characteristics[Organism]	Characteristics[Sex]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfCollection]	Unit[TimeUnit]
5066012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5066012LRA	P-MTAB-23090	5066012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016002	A-AFFY-44	003016016002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Control	2	hour
5066021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5066021LRA	P-MTAB-23090	5066021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016009	A-AFFY-44	003016016009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Control	8	hour
5066022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5066022LRA	P-MTAB-23090	5066022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016010	A-AFFY-44	003016016010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Control	8	hour
5066031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5066031LRA	P-MTAB-23090	5066031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016017	A-AFFY-44	003016016017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Control	24	hour
5066032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5066032LRA	P-MTAB-23090	5066032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016018	A-AFFY-44	003016016018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Control	24	hour
5066041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Low	200	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5066041LRA	P-MTAB-23090	5066041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016003	A-AFFY-44	003016016003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Low	2	hour
5066042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Low	200	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5066042LRA	P-MTAB-23090	5066042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016004	A-AFFY-44	003016016004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Low	2	hour
5066051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Low	200	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5066051LRA	P-MTAB-23090	5066051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016011	A-AFFY-44	003016016011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Low	8	hour
5066052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Low	200	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5066052LRA	P-MTAB-23090	5066052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016012	A-AFFY-44	003016016012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Low	8	hour
5066061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Low	200	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5066061LRA	P-MTAB-23090	5066061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016019	A-AFFY-44	003016016019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Low	24	hour
5066062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Low	200	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5066062LRA	P-MTAB-23090	5066062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016020	A-AFFY-44	003016016020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Low	24	hour
5066071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Middle	1000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5066071LRA	P-MTAB-23090	5066071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016005	A-AFFY-44	003016016005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Middle	2	hour
5066072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Middle	1000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5066072LRA	P-MTAB-23090	5066072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016006	A-AFFY-44	003016016006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Middle	2	hour
5066081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Middle	1000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5066081LRA	P-MTAB-23090	5066081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016013	A-AFFY-44	003016016013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Middle	8	hour
5066082LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Middle	1000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5066082LRA	P-MTAB-23090	5066082LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016014	A-AFFY-44	003016016014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Middle	8	hour
5066091LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Middle	1000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5066091LRA	P-MTAB-23090	5066091LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016021	A-AFFY-44	003016016021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Middle	24	hour
5066092LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	Middle	1000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5066092LRA	P-MTAB-23090	5066092LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016022	A-AFFY-44	003016016022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	Middle	24	hour
5066101LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	High	5000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5066101LRA	P-MTAB-23090	5066101LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016007	A-AFFY-44	003016016007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	High	2	hour
5066102LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	High	5000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5066102LRA	P-MTAB-23090	5066102LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016008	A-AFFY-44	003016016008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	High	2	hour
5066111LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	High	5000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5066111LRA	P-MTAB-23090	5066111LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016015	A-AFFY-44	003016016015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	High	8	hour
5066112LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	High	5000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5066112LRA	P-MTAB-23090	5066112LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016016	A-AFFY-44	003016016016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	High	8	hour
5066121LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	High	5000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5066121LRA	P-MTAB-23090	5066121LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016023	A-AFFY-44	003016016023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	High	24	hour
5066122LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetaminophen	ChEMBL	CHEMBL112	High	5000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5066122LRA	P-MTAB-23090	5066122LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016024	A-AFFY-44	003016016024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetaminophen	ChEMBL	CHEMBL112	High	24	hour
5261011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5261011LRA	P-MTAB-23090	5261011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016074030	A-AFFY-44	003016074030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetazolamide	ChEMBL	CHEMBL20	Control	8	hour
5261012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5261012LRA	P-MTAB-23090	5261012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075001	A-AFFY-44	003016075001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetazolamide	ChEMBL	CHEMBL20	Control	8	hour
5261021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5261021LRA	P-MTAB-23090	5261021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075006	A-AFFY-44	003016075006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetazolamide	ChEMBL	CHEMBL20	Control	24	hour
5261022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5261022LRA	P-MTAB-23090	5261022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075007	A-AFFY-44	003016075007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetazolamide	ChEMBL	CHEMBL20	Control	24	hour
5261031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	Middle	120	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5261031LRA	P-MTAB-23090	5261031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075002	A-AFFY-44	003016075002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetazolamide	ChEMBL	CHEMBL20	Middle	8	hour
5261032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	Middle	120	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5261032LRA	P-MTAB-23090	5261032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075003	A-AFFY-44	003016075003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetazolamide	ChEMBL	CHEMBL20	Middle	8	hour
5261041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	Middle	120	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5261041LRA	P-MTAB-23090	5261041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075008	A-AFFY-44	003016075008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.2.zip	acetazolamide	ChEMBL	CHEMBL20	Middle	24	hour
5261042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	Middle	120	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5261042LRA	P-MTAB-23090	5261042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075009	A-AFFY-44	003016075009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	acetazolamide	ChEMBL	CHEMBL20	Middle	24	hour
5261051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	High	600	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5261051LRA	P-MTAB-23090	5261051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075004	A-AFFY-44	003016075004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	acetazolamide	ChEMBL	CHEMBL20	High	8	hour
5261052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	High	600	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5261052LRA	P-MTAB-23090	5261052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075005	A-AFFY-44	003016075005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	acetazolamide	ChEMBL	CHEMBL20	High	8	hour
5261061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	High	600	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5261061LRA	P-MTAB-23090	5261061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075010	A-AFFY-44	003016075010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	acetazolamide	ChEMBL	CHEMBL20	High	24	hour
5261062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	acetazolamide	ChEMBL	CHEMBL20	High	600	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5261062LRA	P-MTAB-23090	5261062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016075011	A-AFFY-44	003016075011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	acetazolamide	ChEMBL	CHEMBL20	High	24	hour
5104011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5104011LRA	P-MTAB-23090	5104011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016046021	A-AFFY-44	003016046021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Control	2	hour
5104012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5104012LRA	P-MTAB-23090	5104012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016046022	A-AFFY-44	003016046022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Control	2	hour
5104021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5104021LRA	P-MTAB-23090	5104021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016046029	A-AFFY-44	003016046029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Control	8	hour
5104022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5104022LRA	P-MTAB-23090	5104022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016046030	A-AFFY-44	003016046030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Control	8	hour
5104031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5104031LRA	P-MTAB-23090	5104031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016047007	A-AFFY-44	003016047007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Control	24	hour
5104032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5104032LRA	P-MTAB-23090	5104032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016047008	A-AFFY-44	003016047008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Control	24	hour
5104041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Low	3	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5104041LRA	P-MTAB-23090	5104041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016046023	A-AFFY-44	003016046023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Low	2	hour
5104042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Low	3	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5104042LRA	P-MTAB-23090	5104042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016046024	A-AFFY-44	003016046024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Low	2	hour
5104051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Low	3	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5104051LRA	P-MTAB-23090	5104051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016047001	A-AFFY-44	003016047001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Low	8	hour
5104052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Low	3	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5104052LRA	P-MTAB-23090	5104052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016047002	A-AFFY-44	003016047002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Low	8	hour
5104061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Low	3	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5104061LRA	P-MTAB-23090	5104061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016047009	A-AFFY-44	003016047009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Low	24	hour
5104062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Low	3	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5104062LRA	P-MTAB-23090	5104062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016047010	A-AFFY-44	003016047010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Low	24	hour
5104071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Middle	15	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5104071LRA	P-MTAB-23090	5104071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016046025	A-AFFY-44	003016046025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Middle	2	hour
5104072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Middle	15	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5104072LRA	P-MTAB-23090	5104072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016046026	A-AFFY-44	003016046026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Middle	2	hour
5104081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	adapin	ChEMBL	CHEMBL1628227	Middle	15	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5104081LRA	P-MTAB-23090	5104081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016047003	A-AFFY-44	003016047003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.3.zip	adapin	ChEMBL	CHEMBL1628227	Middle	8	hour
